par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PARV2_090,PARV2_127,PARV2_159,PARV2_090 → PARV2_127 → PARV2_159 → PARV2_090,2.153,0.718,3_pares
PARV2_069,PARV2_074,PARV2_166,PARV2_069 → PARV2_074 → PARV2_166 → PARV2_069,2.153,0.718,3_pares
PARV2_013,PARV2_074,PARV2_218,PARV2_013 → PARV2_074 → PARV2_218 → PARV2_013,2.153,0.718,3_pares
PARV2_074,PARV2_090,PARV2_127,PARV2_074 → PARV2_090 → PARV2_127 → PARV2_074,2.153,0.718,3_pares
PARV2_049,PARV2_079,PARV2_129,PARV2_049 → PARV2_079 → PARV2_129 → PARV2_049,2.152,0.717,3_pares
PARV2_074,PARV2_204,PARV2_087,PARV2_074 → PARV2_204 → PARV2_087 → PARV2_074,2.152,0.717,3_pares
PARV2_032,PARV2_177,PARV2_204,PARV2_032 → PARV2_177 → PARV2_204 → PARV2_032,2.152,0.717,3_pares
PARV2_074,PARV2_166,PARV2_135,PARV2_074 → PARV2_166 → PARV2_135 → PARV2_074,2.152,0.717,3_pares
PARV2_065,PARV2_159,PARV2_232,PARV2_065 → PARV2_159 → PARV2_232 → PARV2_065,2.152,0.717,3_pares
PARV2_022,PARV2_108,PARV2_204,PARV2_022 → PARV2_108 → PARV2_204 → PARV2_022,2.152,0.717,3_pares
PARV2_129,PARV2_171,PARV2_159,PARV2_129 → PARV2_171 → PARV2_159 → PARV2_129,2.151,0.717,3_pares
PARV2_090,PARV2_193,PARV2_218,PARV2_090 → PARV2_193 → PARV2_218 → PARV2_090,2.151,0.717,3_pares
PARV2_035,PARV2_049,PARV2_239,PARV2_035 → PARV2_049 → PARV2_239 → PARV2_035,2.151,0.717,3_pares
PARV2_022,PARV2_108,PARV2_060,PARV2_022 → PARV2_108 → PARV2_060 → PARV2_022,2.151,0.717,3_pares
PARV2_102,PARV2_193,PARV2_204,PARV2_102 → PARV2_193 → PARV2_204 → PARV2_102,2.15,0.717,3_pares
PARV2_049,PARV2_134,PARV2_204,PARV2_049 → PARV2_134 → PARV2_204 → PARV2_049,2.15,0.717,3_pares
PARV2_063,PARV2_181,PARV2_204,PARV2_063 → PARV2_181 → PARV2_204 → PARV2_063,2.15,0.717,3_pares
PARV2_116,PARV2_166,PARV2_239,PARV2_116 → PARV2_166 → PARV2_239 → PARV2_116,2.15,0.717,3_pares
PARV2_022,PARV2_065,PARV2_159,PARV2_022 → PARV2_065 → PARV2_159 → PARV2_022,2.15,0.717,3_pares
PARV2_074,PARV2_218,PARV2_184,PARV2_074 → PARV2_218 → PARV2_184 → PARV2_074,2.15,0.717,3_pares
PARV2_107,PARV2_159,PARV2_235,PARV2_107 → PARV2_159 → PARV2_235 → PARV2_107,2.149,0.716,3_pares
PARV2_087,PARV2_129,PARV2_200,PARV2_087 → PARV2_129 → PARV2_200 → PARV2_087,2.149,0.716,3_pares
PARV2_074,PARV2_166,PARV2_116,PARV2_074 → PARV2_166 → PARV2_116 → PARV2_074,2.148,0.716,3_pares
PARV2_041,PARV2_171,PARV2_166,PARV2_041 → PARV2_171 → PARV2_166 → PARV2_041,2.148,0.716,3_pares
PARV2_032,PARV2_159,PARV2_166,PARV2_032 → PARV2_159 → PARV2_166 → PARV2_032,2.148,0.716,3_pares
PARV2_108,PARV2_181,PARV2_159,PARV2_108 → PARV2_181 → PARV2_159 → PARV2_108,2.148,0.716,3_pares
PARV2_074,PARV2_166,PARV2_121,PARV2_074 → PARV2_166 → PARV2_121 → PARV2_074,2.148,0.716,3_pares
PARV2_159,PARV2_246,PARV2_166,PARV2_159 → PARV2_246 → PARV2_166 → PARV2_159,2.148,0.716,3_pares
PARV2_049,PARV2_239,PARV2_181,PARV2_049 → PARV2_239 → PARV2_181 → PARV2_049,2.147,0.716,3_pares
PARV2_108,PARV2_181,PARV2_238,PARV2_108 → PARV2_181 → PARV2_238 → PARV2_108,2.147,0.716,3_pares
PARV2_006,PARV2_166,PARV2_087,PARV2_006 → PARV2_166 → PARV2_087 → PARV2_006,2.147,0.716,3_pares
PARV2_032,PARV2_049,PARV2_166,PARV2_032 → PARV2_049 → PARV2_166 → PARV2_032,2.147,0.716,3_pares
PARV2_166,PARV2_244,PARV2_200,PARV2_166 → PARV2_244 → PARV2_200 → PARV2_166,2.147,0.716,3_pares
PARV2_013,PARV2_159,PARV2_204,PARV2_013 → PARV2_159 → PARV2_204 → PARV2_013,2.147,0.716,3_pares
PARV2_133,PARV2_159,PARV2_166,PARV2_133 → PARV2_159 → PARV2_166 → PARV2_133,2.147,0.716,3_pares
PARV2_166,PARV2_181,PARV2_239,PARV2_166 → PARV2_181 → PARV2_239 → PARV2_166,2.147,0.716,3_pares
PARV2_014,PARV2_074,PARV2_181,PARV2_014 → PARV2_074 → PARV2_181 → PARV2_014,2.146,0.715,3_pares
PARV2_079,PARV2_239,PARV2_166,PARV2_079 → PARV2_239 → PARV2_166 → PARV2_079,2.146,0.715,3_pares
PARV2_090,PARV2_179,PARV2_204,PARV2_090 → PARV2_179 → PARV2_204 → PARV2_090,2.146,0.715,3_pares
PARV2_127,PARV2_166,PARV2_148,PARV2_127 → PARV2_166 → PARV2_148 → PARV2_127,2.146,0.715,3_pares
PARV2_014,PARV2_129,PARV2_049,PARV2_014 → PARV2_129 → PARV2_049 → PARV2_014,2.146,0.715,3_pares
PARV2_032,PARV2_108,PARV2_204,PARV2_032 → PARV2_108 → PARV2_204 → PARV2_032,2.145,0.715,3_pares
PARV2_129,PARV2_159,PARV2_200,PARV2_129 → PARV2_159 → PARV2_200 → PARV2_129,2.145,0.715,3_pares
PARV2_074,PARV2_218,PARV2_219,PARV2_074 → PARV2_218 → PARV2_219 → PARV2_074,2.145,0.715,3_pares
PARV2_134,PARV2_159,PARV2_166,PARV2_134 → PARV2_159 → PARV2_166 → PARV2_134,2.144,0.715,3_pares
PARV2_098,PARV2_159,PARV2_125,PARV2_098 → PARV2_159 → PARV2_125 → PARV2_098,2.144,0.715,3_pares
PARV2_193,PARV2_204,PARV2_239,PARV2_193 → PARV2_204 → PARV2_239 → PARV2_193,2.144,0.715,3_pares
PARV2_063,PARV2_177,PARV2_166,PARV2_063 → PARV2_177 → PARV2_166 → PARV2_063,2.144,0.715,3_pares
PARV2_159,PARV2_166,PARV2_171,PARV2_159 → PARV2_166 → PARV2_171 → PARV2_159,2.144,0.715,3_pares
PARV2_006,PARV2_166,PARV2_135,PARV2_006 → PARV2_166 → PARV2_135 → PARV2_006,2.144,0.715,3_pares
PARV2_006,PARV2_159,PARV2_166,PARV2_006 → PARV2_159 → PARV2_166 → PARV2_006,2.144,0.715,3_pares
PARV2_166,PARV2_219,PARV2_216,PARV2_166 → PARV2_219 → PARV2_216 → PARV2_166,2.144,0.715,3_pares
PARV2_065,PARV2_193,PARV2_166,PARV2_065 → PARV2_193 → PARV2_166 → PARV2_065,2.143,0.714,3_pares
PARV2_090,PARV2_171,PARV2_166,PARV2_090 → PARV2_171 → PARV2_166 → PARV2_090,2.143,0.714,3_pares
PARV2_006,PARV2_194,PARV2_166,PARV2_006 → PARV2_194 → PARV2_166 → PARV2_006,2.143,0.714,3_pares
PARV2_014,PARV2_074,PARV2_207,PARV2_014 → PARV2_074 → PARV2_207 → PARV2_014,2.143,0.714,3_pares
PARV2_166,PARV2_204,PARV2_207,PARV2_166 → PARV2_204 → PARV2_207 → PARV2_166,2.143,0.714,3_pares
PARV2_129,PARV2_166,PARV2_135,PARV2_129 → PARV2_166 → PARV2_135 → PARV2_129,2.143,0.714,3_pares
PARV2_049,PARV2_174,PARV2_219,PARV2_049 → PARV2_174 → PARV2_219 → PARV2_049,2.143,0.714,3_pares
PARV2_006,PARV2_107,PARV2_166,PARV2_006 → PARV2_107 → PARV2_166 → PARV2_006,2.143,0.714,3_pares
PARV2_159,PARV2_166,PARV2_207,PARV2_159 → PARV2_166 → PARV2_207 → PARV2_159,2.142,0.714,3_pares
PARV2_090,PARV2_159,PARV2_235,PARV2_090 → PARV2_159 → PARV2_235 → PARV2_090,2.142,0.714,3_pares
PARV2_087,PARV2_171,PARV2_159,PARV2_087 → PARV2_171 → PARV2_159 → PARV2_087,2.141,0.714,3_pares
PARV2_006,PARV2_200,PARV2_032,PARV2_006 → PARV2_200 → PARV2_032 → PARV2_006,2.141,0.714,3_pares
PARV2_035,PARV2_171,PARV2_166,PARV2_035 → PARV2_171 → PARV2_166 → PARV2_035,2.141,0.714,3_pares
PARV2_041,PARV2_074,PARV2_204,PARV2_041 → PARV2_074 → PARV2_204 → PARV2_041,2.14,0.713,3_pares
PARV2_166,PARV2_239,PARV2_219,PARV2_166 → PARV2_239 → PARV2_219 → PARV2_166,2.14,0.713,3_pares
PARV2_090,PARV2_134,PARV2_166,PARV2_090 → PARV2_134 → PARV2_166 → PARV2_090,2.139,0.713,3_pares
PARV2_049,PARV2_159,PARV2_121,PARV2_049 → PARV2_159 → PARV2_121 → PARV2_049,2.139,0.713,3_pares
PARV2_006,PARV2_209,PARV2_159,PARV2_006 → PARV2_209 → PARV2_159 → PARV2_006,2.139,0.713,3_pares
PARV2_074,PARV2_090,PARV2_182,PARV2_074 → PARV2_090 → PARV2_182 → PARV2_074,2.139,0.713,3_pares
PARV2_022,PARV2_108,PARV2_159,PARV2_022 → PARV2_108 → PARV2_159 → PARV2_022,2.139,0.713,3_pares
PARV2_049,PARV2_127,PARV2_166,PARV2_049 → PARV2_127 → PARV2_166 → PARV2_049,2.138,0.713,3_pares
PARV2_014,PARV2_129,PARV2_159,PARV2_014 → PARV2_129 → PARV2_159 → PARV2_014,2.138,0.713,3_pares
PARV2_013,PARV2_049,PARV2_203,PARV2_013 → PARV2_049 → PARV2_203 → PARV2_013,2.138,0.713,3_pares
PARV2_006,PARV2_166,PARV2_032,PARV2_006 → PARV2_166 → PARV2_032 → PARV2_006,2.138,0.713,3_pares
PARV2_122,PARV2_166,PARV2_159,PARV2_122 → PARV2_166 → PARV2_159 → PARV2_122,2.138,0.713,3_pares
PARV2_013,PARV2_049,PARV2_239,PARV2_013 → PARV2_049 → PARV2_239 → PARV2_013,2.138,0.713,3_pares
PARV2_006,PARV2_133,PARV2_079,PARV2_006 → PARV2_133 → PARV2_079 → PARV2_006,2.138,0.713,3_pares
PARV2_127,PARV2_204,PARV2_207,PARV2_127 → PARV2_204 → PARV2_207 → PARV2_127,2.138,0.713,3_pares
PARV2_049,PARV2_193,PARV2_204,PARV2_049 → PARV2_193 → PARV2_204 → PARV2_049,2.138,0.713,3_pares
PARV2_032,PARV2_181,PARV2_204,PARV2_032 → PARV2_181 → PARV2_204 → PARV2_032,2.137,0.712,3_pares
PARV2_142,PARV2_166,PARV2_181,PARV2_142 → PARV2_166 → PARV2_181 → PARV2_142,2.137,0.712,3_pares
PARV2_065,PARV2_159,PARV2_187,PARV2_065 → PARV2_159 → PARV2_187 → PARV2_065,2.137,0.712,3_pares
PARV2_049,PARV2_239,PARV2_204,PARV2_049 → PARV2_239 → PARV2_204 → PARV2_049,2.137,0.712,3_pares
PARV2_074,PARV2_218,PARV2_087,PARV2_074 → PARV2_218 → PARV2_087 → PARV2_074,2.136,0.712,3_pares
PARV2_074,PARV2_181,PARV2_143,PARV2_074 → PARV2_181 → PARV2_143 → PARV2_074,2.136,0.712,3_pares
PARV2_105,PARV2_142,PARV2_204,PARV2_105 → PARV2_142 → PARV2_204 → PARV2_105,2.136,0.712,3_pares
PARV2_125,PARV2_164,PARV2_159,PARV2_125 → PARV2_164 → PARV2_159 → PARV2_125,2.136,0.712,3_pares
PARV2_129,PARV2_171,PARV2_204,PARV2_129 → PARV2_171 → PARV2_204 → PARV2_129,2.135,0.712,3_pares
PARV2_013,PARV2_159,PARV2_125,PARV2_013 → PARV2_159 → PARV2_125 → PARV2_013,2.135,0.712,3_pares
PARV2_006,PARV2_166,PARV2_069,PARV2_006 → PARV2_166 → PARV2_069 → PARV2_006,2.135,0.712,3_pares
PARV2_006,PARV2_074,PARV2_225,PARV2_006 → PARV2_074 → PARV2_225 → PARV2_006,2.135,0.712,3_pares
PARV2_049,PARV2_166,PARV2_235,PARV2_049 → PARV2_166 → PARV2_235 → PARV2_049,2.135,0.712,3_pares
PARV2_014,PARV2_074,PARV2_204,PARV2_014 → PARV2_074 → PARV2_204 → PARV2_014,2.134,0.711,3_pares
PARV2_127,PARV2_159,PARV2_129,PARV2_127 → PARV2_159 → PARV2_129 → PARV2_127,2.134,0.711,3_pares
PARV2_090,PARV2_171,PARV2_204,PARV2_090 → PARV2_171 → PARV2_204 → PARV2_090,2.134,0.711,3_pares
PARV2_049,PARV2_174,PARV2_107,PARV2_049 → PARV2_174 → PARV2_107 → PARV2_049,2.134,0.711,3_pares
PARV2_049,PARV2_159,PARV2_221,PARV2_049 → PARV2_159 → PARV2_221 → PARV2_049,2.134,0.711,3_pares
PARV2_079,PARV2_171,PARV2_166,PARV2_079 → PARV2_171 → PARV2_166 → PARV2_079,2.134,0.711,3_pares
PARV2_032,PARV2_041,PARV2_074,PARV2_032 → PARV2_041 → PARV2_074 → PARV2_032,2.133,0.711,3_pares
PARV2_166,PARV2_208,PARV2_171,PARV2_166 → PARV2_208 → PARV2_171 → PARV2_166,2.133,0.711,3_pares
PARV2_090,PARV2_159,PARV2_204,PARV2_090 → PARV2_159 → PARV2_204 → PARV2_090,2.133,0.711,3_pares
PARV2_006,PARV2_105,PARV2_166,PARV2_006 → PARV2_105 → PARV2_166 → PARV2_006,2.133,0.711,3_pares
PARV2_013,PARV2_159,PARV2_135,PARV2_013 → PARV2_159 → PARV2_135 → PARV2_013,2.133,0.711,3_pares
PARV2_051,PARV2_074,PARV2_177,PARV2_051 → PARV2_074 → PARV2_177 → PARV2_051,2.133,0.711,3_pares
PARV2_013,PARV2_074,PARV2_204,PARV2_013 → PARV2_074 → PARV2_204 → PARV2_013,2.133,0.711,3_pares
PARV2_014,PARV2_074,PARV2_049,PARV2_014 → PARV2_074 → PARV2_049 → PARV2_014,2.133,0.711,3_pares
PARV2_193,PARV2_218,PARV2_219,PARV2_193 → PARV2_218 → PARV2_219 → PARV2_193,2.132,0.711,3_pares
PARV2_035,PARV2_166,PARV2_063,PARV2_035 → PARV2_166 → PARV2_063 → PARV2_035,2.132,0.711,3_pares
PARV2_013,PARV2_159,PARV2_154,PARV2_013 → PARV2_159 → PARV2_154 → PARV2_013,2.132,0.711,3_pares
PARV2_074,PARV2_207,PARV2_182,PARV2_074 → PARV2_207 → PARV2_182 → PARV2_074,2.132,0.711,3_pares
PARV2_108,PARV2_204,PARV2_187,PARV2_108 → PARV2_204 → PARV2_187 → PARV2_108,2.132,0.711,3_pares
PARV2_014,PARV2_074,PARV2_105,PARV2_014 → PARV2_074 → PARV2_105 → PARV2_014,2.132,0.711,3_pares
PARV2_177,PARV2_204,PARV2_239,PARV2_177 → PARV2_204 → PARV2_239 → PARV2_177,2.132,0.711,3_pares
PARV2_013,PARV2_049,PARV2_069,PARV2_013 → PARV2_049 → PARV2_069 → PARV2_013,2.132,0.711,3_pares
PARV2_035,PARV2_204,PARV2_166,PARV2_035 → PARV2_204 → PARV2_166 → PARV2_035,2.132,0.711,3_pares
PARV2_013,PARV2_171,PARV2_198,PARV2_013 → PARV2_171 → PARV2_198 → PARV2_013,2.132,0.711,3_pares
PARV2_177,PARV2_193,PARV2_204,PARV2_177 → PARV2_193 → PARV2_204 → PARV2_177,2.132,0.711,3_pares
PARV2_069,PARV2_129,PARV2_179,PARV2_069 → PARV2_129 → PARV2_179 → PARV2_069,2.131,0.71,3_pares
PARV2_049,PARV2_166,PARV2_125,PARV2_049 → PARV2_166 → PARV2_125 → PARV2_049,2.131,0.71,3_pares
PARV2_063,PARV2_207,PARV2_166,PARV2_063 → PARV2_207 → PARV2_166 → PARV2_063,2.131,0.71,3_pares
PARV2_006,PARV2_166,PARV2_146,PARV2_006 → PARV2_166 → PARV2_146 → PARV2_006,2.13,0.71,3_pares
PARV2_049,PARV2_159,PARV2_116,PARV2_049 → PARV2_159 → PARV2_116 → PARV2_049,2.13,0.71,3_pares
PARV2_049,PARV2_203,PARV2_129,PARV2_049 → PARV2_203 → PARV2_129 → PARV2_049,2.13,0.71,3_pares
PARV2_049,PARV2_239,PARV2_129,PARV2_049 → PARV2_239 → PARV2_129 → PARV2_049,2.13,0.71,3_pares
PARV2_107,PARV2_166,PARV2_235,PARV2_107 → PARV2_166 → PARV2_235 → PARV2_107,2.13,0.71,3_pares
PARV2_051,PARV2_074,PARV2_219,PARV2_051 → PARV2_074 → PARV2_219 → PARV2_051,2.13,0.71,3_pares
PARV2_069,PARV2_239,PARV2_090,PARV2_069 → PARV2_239 → PARV2_090 → PARV2_069,2.129,0.71,3_pares
PARV2_107,PARV2_166,PARV2_125,PARV2_107 → PARV2_166 → PARV2_125 → PARV2_107,2.129,0.71,3_pares
PARV2_074,PARV2_204,PARV2_184,PARV2_074 → PARV2_204 → PARV2_184 → PARV2_074,2.129,0.71,3_pares
PARV2_127,PARV2_166,PARV2_181,PARV2_127 → PARV2_166 → PARV2_181 → PARV2_127,2.129,0.71,3_pares
PARV2_159,PARV2_235,PARV2_209,PARV2_159 → PARV2_235 → PARV2_209 → PARV2_159,2.129,0.71,3_pares
PARV2_127,PARV2_159,PARV2_148,PARV2_127 → PARV2_159 → PARV2_148 → PARV2_127,2.128,0.709,3_pares
PARV2_049,PARV2_166,PARV2_148,PARV2_049 → PARV2_166 → PARV2_148 → PARV2_049,2.128,0.709,3_pares
PARV2_074,PARV2_218,PARV2_198,PARV2_074 → PARV2_218 → PARV2_198 → PARV2_074,2.128,0.709,3_pares
PARV2_049,PARV2_142,PARV2_193,PARV2_049 → PARV2_142 → PARV2_193 → PARV2_049,2.128,0.709,3_pares
PARV2_063,PARV2_177,PARV2_204,PARV2_063 → PARV2_177 → PARV2_204 → PARV2_063,2.128,0.709,3_pares
PARV2_006,PARV2_200,PARV2_166,PARV2_006 → PARV2_200 → PARV2_166 → PARV2_006,2.128,0.709,3_pares
PARV2_121,PARV2_200,PARV2_166,PARV2_121 → PARV2_200 → PARV2_166 → PARV2_121,2.128,0.709,3_pares
PARV2_049,PARV2_166,PARV2_068,PARV2_049 → PARV2_166 → PARV2_068 → PARV2_049,2.127,0.709,3_pares
PARV2_125,PARV2_219,PARV2_159,PARV2_125 → PARV2_219 → PARV2_159 → PARV2_125,2.127,0.709,3_pares
PARV2_013,PARV2_074,PARV2_137,PARV2_013 → PARV2_074 → PARV2_137 → PARV2_013,2.127,0.709,3_pares
PARV2_074,PARV2_218,PARV2_116,PARV2_074 → PARV2_218 → PARV2_116 → PARV2_074,2.127,0.709,3_pares
PARV2_035,PARV2_127,PARV2_159,PARV2_035 → PARV2_127 → PARV2_159 → PARV2_035,2.127,0.709,3_pares
PARV2_074,PARV2_225,PARV2_108,PARV2_074 → PARV2_225 → PARV2_108 → PARV2_074,2.127,0.709,3_pares
PARV2_090,PARV2_171,PARV2_159,PARV2_090 → PARV2_171 → PARV2_159 → PARV2_090,2.126,0.709,3_pares
PARV2_006,PARV2_107,PARV2_159,PARV2_006 → PARV2_107 → PARV2_159 → PARV2_006,2.126,0.709,3_pares
PARV2_069,PARV2_129,PARV2_193,PARV2_069 → PARV2_129 → PARV2_193 → PARV2_069,2.126,0.709,3_pares
PARV2_108,PARV2_129,PARV2_159,PARV2_108 → PARV2_129 → PARV2_159 → PARV2_108,2.126,0.709,3_pares
PARV2_166,PARV2_177,PARV2_171,PARV2_166 → PARV2_177 → PARV2_171 → PARV2_166,2.126,0.709,3_pares
PARV2_006,PARV2_035,PARV2_198,PARV2_006 → PARV2_035 → PARV2_198 → PARV2_006,2.125,0.708,3_pares
PARV2_065,PARV2_166,PARV2_188,PARV2_065 → PARV2_166 → PARV2_188 → PARV2_065,2.125,0.708,3_pares
PARV2_014,PARV2_074,PARV2_177,PARV2_014 → PARV2_074 → PARV2_177 → PARV2_014,2.125,0.708,3_pares
PARV2_166,PARV2_177,PARV2_193,PARV2_166 → PARV2_177 → PARV2_193 → PARV2_166,2.125,0.708,3_pares
PARV2_127,PARV2_166,PARV2_221,PARV2_127 → PARV2_166 → PARV2_221 → PARV2_127,2.125,0.708,3_pares
PARV2_063,PARV2_107,PARV2_166,PARV2_063 → PARV2_107 → PARV2_166 → PARV2_063,2.125,0.708,3_pares
PARV2_159,PARV2_204,PARV2_207,PARV2_159 → PARV2_204 → PARV2_207 → PARV2_159,2.125,0.708,3_pares
PARV2_074,PARV2_204,PARV2_129,PARV2_074 → PARV2_204 → PARV2_129 → PARV2_074,2.125,0.708,3_pares
PARV2_074,PARV2_166,PARV2_087,PARV2_074 → PARV2_166 → PARV2_087 → PARV2_074,2.124,0.708,3_pares
PARV2_069,PARV2_074,PARV2_181,PARV2_069 → PARV2_074 → PARV2_181 → PARV2_069,2.124,0.708,3_pares
PARV2_129,PARV2_159,PARV2_225,PARV2_129 → PARV2_159 → PARV2_225 → PARV2_129,2.124,0.708,3_pares
PARV2_049,PARV2_159,PARV2_122,PARV2_049 → PARV2_159 → PARV2_122 → PARV2_049,2.124,0.708,3_pares
PARV2_127,PARV2_166,PARV2_139,PARV2_127 → PARV2_166 → PARV2_139 → PARV2_127,2.124,0.708,3_pares
PARV2_014,PARV2_074,PARV2_171,PARV2_014 → PARV2_074 → PARV2_171 → PARV2_014,2.123,0.708,3_pares
PARV2_129,PARV2_171,PARV2_198,PARV2_129 → PARV2_171 → PARV2_198 → PARV2_129,2.123,0.708,3_pares
PARV2_013,PARV2_171,PARV2_159,PARV2_013 → PARV2_171 → PARV2_159 → PARV2_013,2.123,0.708,3_pares
PARV2_159,PARV2_219,PARV2_193,PARV2_159 → PARV2_219 → PARV2_193 → PARV2_159,2.123,0.708,3_pares
PARV2_069,PARV2_074,PARV2_219,PARV2_069 → PARV2_074 → PARV2_219 → PARV2_069,2.123,0.708,3_pares
PARV2_006,PARV2_013,PARV2_159,PARV2_006 → PARV2_013 → PARV2_159 → PARV2_006,2.123,0.708,3_pares
PARV2_090,PARV2_134,PARV2_204,PARV2_090 → PARV2_134 → PARV2_204 → PARV2_090,2.122,0.707,3_pares
PARV2_006,PARV2_159,PARV2_113,PARV2_006 → PARV2_159 → PARV2_113 → PARV2_006,2.122,0.707,3_pares
PARV2_069,PARV2_074,PARV2_207,PARV2_069 → PARV2_074 → PARV2_207 → PARV2_069,2.122,0.707,3_pares
PARV2_159,PARV2_177,PARV2_204,PARV2_159 → PARV2_177 → PARV2_204 → PARV2_159,2.122,0.707,3_pares
PARV2_122,PARV2_159,PARV2_204,PARV2_122 → PARV2_159 → PARV2_204 → PARV2_122,2.121,0.707,3_pares
PARV2_069,PARV2_074,PARV2_107,PARV2_069 → PARV2_074 → PARV2_107 → PARV2_069,2.121,0.707,3_pares
PARV2_090,PARV2_134,PARV2_159,PARV2_090 → PARV2_134 → PARV2_159 → PARV2_090,2.121,0.707,3_pares
PARV2_006,PARV2_166,PARV2_204,PARV2_006 → PARV2_166 → PARV2_204 → PARV2_006,2.121,0.707,3_pares
PARV2_001,PARV2_074,PARV2_159,PARV2_001 → PARV2_074 → PARV2_159 → PARV2_001,2.121,0.707,3_pares
PARV2_166,PARV2_235,PARV2_221,PARV2_166 → PARV2_235 → PARV2_221 → PARV2_166,2.121,0.707,3_pares
PARV2_134,PARV2_166,PARV2_204,PARV2_134 → PARV2_166 → PARV2_204 → PARV2_134,2.121,0.707,3_pares
PARV2_013,PARV2_193,PARV2_204,PARV2_013 → PARV2_193 → PARV2_204 → PARV2_013,2.12,0.707,3_pares
PARV2_021,PARV2_204,PARV2_159,PARV2_021 → PARV2_204 → PARV2_159 → PARV2_021,2.12,0.707,3_pares
PARV2_105,PARV2_166,PARV2_235,PARV2_105 → PARV2_166 → PARV2_235 → PARV2_105,2.12,0.707,3_pares
PARV2_006,PARV2_074,PARV2_113,PARV2_006 → PARV2_074 → PARV2_113 → PARV2_006,2.12,0.707,3_pares
PARV2_028,PARV2_049,PARV2_166,PARV2_028 → PARV2_049 → PARV2_166 → PARV2_028,2.12,0.707,3_pares
PARV2_041,PARV2_239,PARV2_166,PARV2_041 → PARV2_239 → PARV2_166 → PARV2_041,2.12,0.707,3_pares
PARV2_006,PARV2_209,PARV2_166,PARV2_006 → PARV2_209 → PARV2_166 → PARV2_006,2.12,0.707,3_pares
PARV2_032,PARV2_129,PARV2_159,PARV2_032 → PARV2_129 → PARV2_159 → PARV2_032,2.119,0.706,3_pares
PARV2_013,PARV2_159,PARV2_146,PARV2_013 → PARV2_159 → PARV2_146 → PARV2_013,2.119,0.706,3_pares
PARV2_090,PARV2_193,PARV2_216,PARV2_090 → PARV2_193 → PARV2_216 → PARV2_090,2.119,0.706,3_pares
PARV2_107,PARV2_159,PARV2_200,PARV2_107 → PARV2_159 → PARV2_200 → PARV2_107,2.119,0.706,3_pares
PARV2_098,PARV2_204,PARV2_113,PARV2_098 → PARV2_204 → PARV2_113 → PARV2_098,2.119,0.706,3_pares
PARV2_129,PARV2_159,PARV2_203,PARV2_129 → PARV2_159 → PARV2_203 → PARV2_129,2.119,0.706,3_pares
PARV2_074,PARV2_137,PARV2_129,PARV2_074 → PARV2_137 → PARV2_129 → PARV2_074,2.119,0.706,3_pares
PARV2_006,PARV2_133,PARV2_159,PARV2_006 → PARV2_133 → PARV2_159 → PARV2_006,2.119,0.706,3_pares
PARV2_108,PARV2_181,PARV2_198,PARV2_108 → PARV2_181 → PARV2_198 → PARV2_108,2.119,0.706,3_pares
PARV2_013,PARV2_239,PARV2_204,PARV2_013 → PARV2_239 → PARV2_204 → PARV2_013,2.119,0.706,3_pares
PARV2_006,PARV2_074,PARV2_032,PARV2_006 → PARV2_074 → PARV2_032 → PARV2_006,2.119,0.706,3_pares
PARV2_134,PARV2_166,PARV2_177,PARV2_134 → PARV2_166 → PARV2_177 → PARV2_134,2.118,0.706,3_pares
PARV2_032,PARV2_219,PARV2_159,PARV2_032 → PARV2_219 → PARV2_159 → PARV2_032,2.118,0.706,3_pares
PARV2_065,PARV2_159,PARV2_135,PARV2_065 → PARV2_159 → PARV2_135 → PARV2_065,2.118,0.706,3_pares
PARV2_013,PARV2_159,PARV2_022,PARV2_013 → PARV2_159 → PARV2_022 → PARV2_013,2.118,0.706,3_pares
PARV2_069,PARV2_239,PARV2_166,PARV2_069 → PARV2_239 → PARV2_166 → PARV2_069,2.118,0.706,3_pares
PARV2_035,PARV2_166,PARV2_239,PARV2_035 → PARV2_166 → PARV2_239 → PARV2_035,2.118,0.706,3_pares
PARV2_074,PARV2_116,PARV2_182,PARV2_074 → PARV2_116 → PARV2_182 → PARV2_074,2.117,0.706,3_pares
PARV2_006,PARV2_049,PARV2_079,PARV2_006 → PARV2_049 → PARV2_079 → PARV2_006,2.117,0.706,3_pares
PARV2_108,PARV2_239,PARV2_187,PARV2_108 → PARV2_239 → PARV2_187 → PARV2_108,2.117,0.706,3_pares
PARV2_013,PARV2_159,PARV2_200,PARV2_013 → PARV2_159 → PARV2_200 → PARV2_013,2.117,0.706,3_pares
PARV2_013,PARV2_014,PARV2_074,PARV2_013 → PARV2_014 → PARV2_074 → PARV2_013,2.117,0.706,3_pares
PARV2_065,PARV2_166,PARV2_235,PARV2_065 → PARV2_166 → PARV2_235 → PARV2_065,2.117,0.706,3_pares
PARV2_166,PARV2_232,PARV2_239,PARV2_166 → PARV2_232 → PARV2_239 → PARV2_166,2.117,0.706,3_pares
PARV2_028,PARV2_159,PARV2_166,PARV2_028 → PARV2_159 → PARV2_166 → PARV2_028,2.117,0.706,3_pares
PARV2_166,PARV2_204,PARV2_246,PARV2_166 → PARV2_204 → PARV2_246 → PARV2_166,2.116,0.705,3_pares
