par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PAR_003,PAR_037,PAR_039,PAR_003 → PAR_037 → PAR_039 → PAR_003,2.208,0.736,3_pares
PAR_003,PAR_075,PAR_046,PAR_003 → PAR_075 → PAR_046 → PAR_003,2.208,0.736,3_pares
PAR_046,PAR_055,PAR_075,PAR_046 → PAR_055 → PAR_075 → PAR_046,2.208,0.736,3_pares
PAR_012,PAR_069,PAR_070,PAR_012 → PAR_069 → PAR_070 → PAR_012,2.208,0.736,3_pares
PAR_012,PAR_037,PAR_090,PAR_012 → PAR_037 → PAR_090 → PAR_012,2.207,0.736,3_pares
PAR_003,PAR_094,PAR_075,PAR_003 → PAR_094 → PAR_075 → PAR_003,2.207,0.736,3_pares
PAR_005,PAR_037,PAR_046,PAR_005 → PAR_037 → PAR_046 → PAR_005,2.207,0.736,3_pares
PAR_026,PAR_080,PAR_061,PAR_026 → PAR_080 → PAR_061 → PAR_026,2.207,0.736,3_pares
PAR_069,PAR_075,PAR_120,PAR_069 → PAR_075 → PAR_120 → PAR_069,2.207,0.736,3_pares
PAR_014,PAR_061,PAR_094,PAR_014 → PAR_061 → PAR_094 → PAR_014,2.207,0.736,3_pares
PAR_012,PAR_015,PAR_080,PAR_012 → PAR_015 → PAR_080 → PAR_012,2.206,0.735,3_pares
PAR_061,PAR_094,PAR_070,PAR_061 → PAR_094 → PAR_070 → PAR_061,2.205,0.735,3_pares
PAR_037,PAR_075,PAR_120,PAR_037 → PAR_075 → PAR_120 → PAR_037,2.205,0.735,3_pares
PAR_037,PAR_073,PAR_075,PAR_037 → PAR_073 → PAR_075 → PAR_037,2.205,0.735,3_pares
PAR_028,PAR_037,PAR_070,PAR_028 → PAR_037 → PAR_070 → PAR_028,2.205,0.735,3_pares
PAR_037,PAR_075,PAR_099,PAR_037 → PAR_075 → PAR_099 → PAR_037,2.205,0.735,3_pares
PAR_037,PAR_075,PAR_064,PAR_037 → PAR_075 → PAR_064 → PAR_037,2.205,0.735,3_pares
PAR_012,PAR_034,PAR_014,PAR_012 → PAR_034 → PAR_014 → PAR_012,2.205,0.735,3_pares
PAR_037,PAR_046,PAR_069,PAR_037 → PAR_046 → PAR_069 → PAR_037,2.204,0.735,3_pares
PAR_055,PAR_070,PAR_058,PAR_055 → PAR_070 → PAR_058 → PAR_055,2.204,0.735,3_pares
PAR_061,PAR_073,PAR_069,PAR_061 → PAR_073 → PAR_069 → PAR_061,2.204,0.735,3_pares
PAR_026,PAR_028,PAR_075,PAR_026 → PAR_028 → PAR_075 → PAR_026,2.204,0.735,3_pares
PAR_052,PAR_117,PAR_075,PAR_052 → PAR_117 → PAR_075 → PAR_052,2.204,0.735,3_pares
PAR_001,PAR_003,PAR_037,PAR_001 → PAR_003 → PAR_037 → PAR_001,2.203,0.734,3_pares
PAR_037,PAR_068,PAR_070,PAR_037 → PAR_068 → PAR_070 → PAR_037,2.203,0.734,3_pares
PAR_055,PAR_061,PAR_094,PAR_055 → PAR_061 → PAR_094 → PAR_055,2.203,0.734,3_pares
PAR_012,PAR_021,PAR_109,PAR_012 → PAR_021 → PAR_109 → PAR_012,2.203,0.734,3_pares
PAR_007,PAR_012,PAR_061,PAR_007 → PAR_012 → PAR_061 → PAR_007,2.203,0.734,3_pares
PAR_069,PAR_075,PAR_101,PAR_069 → PAR_075 → PAR_101 → PAR_069,2.202,0.734,3_pares
PAR_026,PAR_055,PAR_070,PAR_026 → PAR_055 → PAR_070 → PAR_026,2.202,0.734,3_pares
PAR_012,PAR_069,PAR_109,PAR_012 → PAR_069 → PAR_109 → PAR_012,2.202,0.734,3_pares
PAR_037,PAR_039,PAR_069,PAR_037 → PAR_039 → PAR_069 → PAR_037,2.202,0.734,3_pares
PAR_037,PAR_080,PAR_069,PAR_037 → PAR_080 → PAR_069 → PAR_037,2.202,0.734,3_pares
PAR_001,PAR_003,PAR_075,PAR_001 → PAR_003 → PAR_075 → PAR_001,2.201,0.734,3_pares
PAR_003,PAR_034,PAR_018,PAR_003 → PAR_034 → PAR_018 → PAR_003,2.201,0.734,3_pares
PAR_012,PAR_029,PAR_037,PAR_012 → PAR_029 → PAR_037 → PAR_012,2.201,0.734,3_pares
PAR_037,PAR_073,PAR_061,PAR_037 → PAR_073 → PAR_061 → PAR_037,2.201,0.734,3_pares
PAR_026,PAR_028,PAR_061,PAR_026 → PAR_028 → PAR_061 → PAR_026,2.201,0.734,3_pares
PAR_012,PAR_061,PAR_090,PAR_012 → PAR_061 → PAR_090 → PAR_012,2.201,0.734,3_pares
PAR_012,PAR_061,PAR_070,PAR_012 → PAR_061 → PAR_070 → PAR_012,2.201,0.734,3_pares
PAR_037,PAR_117,PAR_090,PAR_037 → PAR_117 → PAR_090 → PAR_037,2.2,0.733,3_pares
PAR_046,PAR_093,PAR_075,PAR_046 → PAR_093 → PAR_075 → PAR_046,2.2,0.733,3_pares
PAR_024,PAR_069,PAR_075,PAR_024 → PAR_069 → PAR_075 → PAR_024,2.2,0.733,3_pares
PAR_037,PAR_117,PAR_070,PAR_037 → PAR_117 → PAR_070 → PAR_037,2.2,0.733,3_pares
PAR_012,PAR_037,PAR_109,PAR_012 → PAR_037 → PAR_109 → PAR_012,2.2,0.733,3_pares
PAR_061,PAR_073,PAR_075,PAR_061 → PAR_073 → PAR_075 → PAR_061,2.2,0.733,3_pares
PAR_012,PAR_021,PAR_069,PAR_012 → PAR_021 → PAR_069 → PAR_012,2.2,0.733,3_pares
PAR_003,PAR_037,PAR_015,PAR_003 → PAR_037 → PAR_015 → PAR_003,2.199,0.733,3_pares
PAR_046,PAR_069,PAR_061,PAR_046 → PAR_069 → PAR_061 → PAR_046,2.199,0.733,3_pares
PAR_003,PAR_094,PAR_039,PAR_003 → PAR_094 → PAR_039 → PAR_003,2.199,0.733,3_pares
PAR_046,PAR_073,PAR_075,PAR_046 → PAR_073 → PAR_075 → PAR_046,2.199,0.733,3_pares
PAR_061,PAR_068,PAR_070,PAR_061 → PAR_068 → PAR_070 → PAR_061,2.199,0.733,3_pares
PAR_003,PAR_094,PAR_024,PAR_003 → PAR_094 → PAR_024 → PAR_003,2.199,0.733,3_pares
PAR_037,PAR_073,PAR_094,PAR_037 → PAR_073 → PAR_094 → PAR_037,2.198,0.733,3_pares
PAR_012,PAR_021,PAR_073,PAR_012 → PAR_021 → PAR_073 → PAR_012,2.198,0.733,3_pares
PAR_012,PAR_090,PAR_094,PAR_012 → PAR_090 → PAR_094 → PAR_012,2.198,0.733,3_pares
PAR_014,PAR_069,PAR_070,PAR_014 → PAR_069 → PAR_070 → PAR_014,2.197,0.732,3_pares
PAR_037,PAR_051,PAR_055,PAR_037 → PAR_051 → PAR_055 → PAR_037,2.197,0.732,3_pares
PAR_061,PAR_080,PAR_069,PAR_061 → PAR_080 → PAR_069 → PAR_061,2.197,0.732,3_pares
PAR_024,PAR_037,PAR_075,PAR_024 → PAR_037 → PAR_075 → PAR_024,2.197,0.732,3_pares
PAR_021,PAR_057,PAR_070,PAR_021 → PAR_057 → PAR_070 → PAR_021,2.197,0.732,3_pares
PAR_037,PAR_046,PAR_061,PAR_037 → PAR_046 → PAR_061 → PAR_037,2.196,0.732,3_pares
PAR_012,PAR_021,PAR_075,PAR_012 → PAR_021 → PAR_075 → PAR_012,2.196,0.732,3_pares
PAR_028,PAR_061,PAR_065,PAR_028 → PAR_061 → PAR_065 → PAR_028,2.196,0.732,3_pares
PAR_061,PAR_094,PAR_069,PAR_061 → PAR_094 → PAR_069 → PAR_061,2.196,0.732,3_pares
PAR_005,PAR_012,PAR_061,PAR_005 → PAR_012 → PAR_061 → PAR_005,2.196,0.732,3_pares
PAR_015,PAR_101,PAR_090,PAR_015 → PAR_101 → PAR_090 → PAR_015,2.195,0.732,3_pares
PAR_055,PAR_070,PAR_109,PAR_055 → PAR_070 → PAR_109 → PAR_055,2.195,0.732,3_pares
PAR_026,PAR_103,PAR_061,PAR_026 → PAR_103 → PAR_061 → PAR_026,2.195,0.732,3_pares
PAR_037,PAR_068,PAR_069,PAR_037 → PAR_068 → PAR_069 → PAR_037,2.195,0.732,3_pares
PAR_037,PAR_070,PAR_058,PAR_037 → PAR_070 → PAR_058 → PAR_037,2.195,0.732,3_pares
PAR_003,PAR_021,PAR_057,PAR_003 → PAR_021 → PAR_057 → PAR_003,2.194,0.731,3_pares
PAR_007,PAR_057,PAR_034,PAR_007 → PAR_057 → PAR_034 → PAR_007,2.194,0.731,3_pares
PAR_037,PAR_080,PAR_061,PAR_037 → PAR_080 → PAR_061 → PAR_037,2.194,0.731,3_pares
PAR_001,PAR_003,PAR_094,PAR_001 → PAR_003 → PAR_094 → PAR_001,2.194,0.731,3_pares
PAR_037,PAR_046,PAR_080,PAR_037 → PAR_046 → PAR_080 → PAR_037,2.194,0.731,3_pares
PAR_069,PAR_070,PAR_090,PAR_069 → PAR_070 → PAR_090 → PAR_069,2.194,0.731,3_pares
PAR_003,PAR_075,PAR_052,PAR_003 → PAR_075 → PAR_052 → PAR_003,2.194,0.731,3_pares
PAR_070,PAR_093,PAR_090,PAR_070 → PAR_093 → PAR_090 → PAR_070,2.194,0.731,3_pares
PAR_052,PAR_055,PAR_075,PAR_052 → PAR_055 → PAR_075 → PAR_052,2.194,0.731,3_pares
PAR_012,PAR_021,PAR_061,PAR_012 → PAR_021 → PAR_061 → PAR_012,2.193,0.731,3_pares
PAR_055,PAR_069,PAR_070,PAR_055 → PAR_069 → PAR_070 → PAR_055,2.193,0.731,3_pares
PAR_012,PAR_075,PAR_097,PAR_012 → PAR_075 → PAR_097 → PAR_012,2.193,0.731,3_pares
PAR_003,PAR_109,PAR_055,PAR_003 → PAR_109 → PAR_055 → PAR_003,2.193,0.731,3_pares
PAR_003,PAR_037,PAR_026,PAR_003 → PAR_037 → PAR_026 → PAR_003,2.193,0.731,3_pares
PAR_003,PAR_069,PAR_090,PAR_003 → PAR_069 → PAR_090 → PAR_003,2.193,0.731,3_pares
PAR_003,PAR_070,PAR_021,PAR_003 → PAR_070 → PAR_021 → PAR_003,2.193,0.731,3_pares
PAR_061,PAR_075,PAR_080,PAR_061 → PAR_075 → PAR_080 → PAR_061,2.193,0.731,3_pares
PAR_068,PAR_069,PAR_075,PAR_068 → PAR_069 → PAR_075 → PAR_068,2.193,0.731,3_pares
PAR_061,PAR_092,PAR_080,PAR_061 → PAR_092 → PAR_080 → PAR_061,2.193,0.731,3_pares
PAR_061,PAR_094,PAR_075,PAR_061 → PAR_094 → PAR_075 → PAR_061,2.193,0.731,3_pares
PAR_003,PAR_070,PAR_069,PAR_003 → PAR_070 → PAR_069 → PAR_003,2.193,0.731,3_pares
PAR_005,PAR_037,PAR_103,PAR_005 → PAR_037 → PAR_103 → PAR_005,2.193,0.731,3_pares
PAR_037,PAR_070,PAR_085,PAR_037 → PAR_070 → PAR_085 → PAR_037,2.193,0.731,3_pares
PAR_015,PAR_080,PAR_090,PAR_015 → PAR_080 → PAR_090 → PAR_015,2.193,0.731,3_pares
PAR_037,PAR_070,PAR_090,PAR_037 → PAR_070 → PAR_090 → PAR_037,2.192,0.731,3_pares
PAR_012,PAR_075,PAR_099,PAR_012 → PAR_075 → PAR_099 → PAR_012,2.192,0.731,3_pares
PAR_005,PAR_070,PAR_109,PAR_005 → PAR_070 → PAR_109 → PAR_005,2.192,0.731,3_pares
PAR_057,PAR_090,PAR_075,PAR_057 → PAR_090 → PAR_075 → PAR_057,2.192,0.731,3_pares
PAR_012,PAR_021,PAR_046,PAR_012 → PAR_021 → PAR_046 → PAR_012,2.192,0.731,3_pares
PAR_012,PAR_034,PAR_037,PAR_012 → PAR_034 → PAR_037 → PAR_012,2.192,0.731,3_pares
PAR_026,PAR_055,PAR_037,PAR_026 → PAR_055 → PAR_037 → PAR_026,2.192,0.731,3_pares
PAR_003,PAR_037,PAR_085,PAR_003 → PAR_037 → PAR_085 → PAR_003,2.191,0.73,3_pares
PAR_037,PAR_070,PAR_110,PAR_037 → PAR_070 → PAR_110 → PAR_037,2.191,0.73,3_pares
PAR_070,PAR_090,PAR_075,PAR_070 → PAR_090 → PAR_075 → PAR_070,2.191,0.73,3_pares
PAR_003,PAR_015,PAR_080,PAR_003 → PAR_015 → PAR_080 → PAR_003,2.191,0.73,3_pares
PAR_003,PAR_037,PAR_090,PAR_003 → PAR_037 → PAR_090 → PAR_003,2.191,0.73,3_pares
PAR_003,PAR_094,PAR_117,PAR_003 → PAR_094 → PAR_117 → PAR_003,2.191,0.73,3_pares
PAR_003,PAR_090,PAR_092,PAR_003 → PAR_090 → PAR_092 → PAR_003,2.19,0.73,3_pares
PAR_003,PAR_075,PAR_026,PAR_003 → PAR_075 → PAR_026 → PAR_003,2.19,0.73,3_pares
PAR_012,PAR_021,PAR_080,PAR_012 → PAR_021 → PAR_080 → PAR_012,2.19,0.73,3_pares
PAR_026,PAR_055,PAR_075,PAR_026 → PAR_055 → PAR_075 → PAR_026,2.19,0.73,3_pares
PAR_061,PAR_068,PAR_069,PAR_061 → PAR_068 → PAR_069 → PAR_061,2.19,0.73,3_pares
PAR_037,PAR_068,PAR_075,PAR_037 → PAR_068 → PAR_075 → PAR_037,2.19,0.73,3_pares
PAR_005,PAR_021,PAR_070,PAR_005 → PAR_021 → PAR_070 → PAR_005,2.19,0.73,3_pares
PAR_037,PAR_103,PAR_069,PAR_037 → PAR_103 → PAR_069 → PAR_037,2.19,0.73,3_pares
PAR_021,PAR_075,PAR_117,PAR_021 → PAR_075 → PAR_117 → PAR_021,2.19,0.73,3_pares
PAR_003,PAR_051,PAR_080,PAR_003 → PAR_051 → PAR_080 → PAR_003,2.19,0.73,3_pares
PAR_052,PAR_080,PAR_070,PAR_052 → PAR_080 → PAR_070 → PAR_052,2.19,0.73,3_pares
PAR_037,PAR_045,PAR_080,PAR_037 → PAR_045 → PAR_080 → PAR_037,2.189,0.73,3_pares
PAR_055,PAR_090,PAR_092,PAR_055 → PAR_090 → PAR_092 → PAR_055,2.189,0.73,3_pares
PAR_046,PAR_080,PAR_061,PAR_046 → PAR_080 → PAR_061 → PAR_046,2.189,0.73,3_pares
PAR_057,PAR_070,PAR_061,PAR_057 → PAR_070 → PAR_061 → PAR_057,2.189,0.73,3_pares
PAR_037,PAR_103,PAR_093,PAR_037 → PAR_103 → PAR_093 → PAR_037,2.189,0.73,3_pares
PAR_012,PAR_037,PAR_046,PAR_012 → PAR_037 → PAR_046 → PAR_012,2.189,0.73,3_pares
PAR_028,PAR_034,PAR_092,PAR_028 → PAR_034 → PAR_092 → PAR_028,2.189,0.73,3_pares
PAR_012,PAR_037,PAR_101,PAR_012 → PAR_037 → PAR_101 → PAR_012,2.189,0.73,3_pares
PAR_012,PAR_037,PAR_053,PAR_012 → PAR_037 → PAR_053 → PAR_012,2.188,0.729,3_pares
PAR_021,PAR_057,PAR_069,PAR_021 → PAR_057 → PAR_069 → PAR_021,2.188,0.729,3_pares
PAR_003,PAR_075,PAR_090,PAR_003 → PAR_075 → PAR_090 → PAR_003,2.188,0.729,3_pares
PAR_029,PAR_037,PAR_057,PAR_029 → PAR_037 → PAR_057 → PAR_029,2.188,0.729,3_pares
PAR_046,PAR_061,PAR_094,PAR_046 → PAR_061 → PAR_094 → PAR_046,2.188,0.729,3_pares
PAR_018,PAR_080,PAR_037,PAR_018 → PAR_080 → PAR_037 → PAR_018,2.188,0.729,3_pares
PAR_029,PAR_037,PAR_070,PAR_029 → PAR_037 → PAR_070 → PAR_029,2.187,0.729,3_pares
PAR_037,PAR_109,PAR_057,PAR_037 → PAR_109 → PAR_057 → PAR_037,2.187,0.729,3_pares
PAR_034,PAR_037,PAR_117,PAR_034 → PAR_037 → PAR_117 → PAR_034,2.187,0.729,3_pares
PAR_028,PAR_061,PAR_075,PAR_028 → PAR_061 → PAR_075 → PAR_028,2.187,0.729,3_pares
PAR_037,PAR_068,PAR_061,PAR_037 → PAR_068 → PAR_061 → PAR_037,2.187,0.729,3_pares
PAR_058,PAR_094,PAR_070,PAR_058 → PAR_094 → PAR_070 → PAR_058,2.187,0.729,3_pares
PAR_075,PAR_103,PAR_093,PAR_075 → PAR_103 → PAR_093 → PAR_075,2.187,0.729,3_pares
PAR_061,PAR_094,PAR_080,PAR_061 → PAR_094 → PAR_080 → PAR_061,2.187,0.729,3_pares
PAR_003,PAR_111,PAR_055,PAR_003 → PAR_111 → PAR_055 → PAR_003,2.187,0.729,3_pares
PAR_070,PAR_093,PAR_109,PAR_070 → PAR_093 → PAR_109 → PAR_070,2.187,0.729,3_pares
PAR_052,PAR_061,PAR_109,PAR_052 → PAR_061 → PAR_109 → PAR_052,2.186,0.729,3_pares
PAR_029,PAR_075,PAR_070,PAR_029 → PAR_075 → PAR_070 → PAR_029,2.186,0.729,3_pares
PAR_037,PAR_075,PAR_103,PAR_037 → PAR_075 → PAR_103 → PAR_037,2.186,0.729,3_pares
PAR_070,PAR_109,PAR_073,PAR_070 → PAR_109 → PAR_073 → PAR_070,2.186,0.729,3_pares
PAR_057,PAR_075,PAR_109,PAR_057 → PAR_075 → PAR_109 → PAR_057,2.186,0.729,3_pares
PAR_005,PAR_075,PAR_070,PAR_005 → PAR_075 → PAR_070 → PAR_005,2.186,0.729,3_pares
PAR_061,PAR_068,PAR_075,PAR_061 → PAR_068 → PAR_075 → PAR_061,2.186,0.729,3_pares
PAR_014,PAR_069,PAR_037,PAR_014 → PAR_069 → PAR_037 → PAR_014,2.186,0.729,3_pares
PAR_052,PAR_093,PAR_075,PAR_052 → PAR_093 → PAR_075 → PAR_052,2.186,0.729,3_pares
PAR_070,PAR_109,PAR_075,PAR_070 → PAR_109 → PAR_075 → PAR_070,2.185,0.728,3_pares
PAR_012,PAR_094,PAR_064,PAR_012 → PAR_094 → PAR_064 → PAR_012,2.185,0.728,3_pares
PAR_003,PAR_070,PAR_061,PAR_003 → PAR_070 → PAR_061 → PAR_003,2.185,0.728,3_pares
PAR_069,PAR_075,PAR_102,PAR_069 → PAR_075 → PAR_102 → PAR_069,2.185,0.728,3_pares
PAR_021,PAR_055,PAR_069,PAR_021 → PAR_055 → PAR_069 → PAR_021,2.185,0.728,3_pares
PAR_055,PAR_061,PAR_070,PAR_055 → PAR_061 → PAR_070 → PAR_055,2.185,0.728,3_pares
PAR_021,PAR_037,PAR_070,PAR_021 → PAR_037 → PAR_070 → PAR_021,2.185,0.728,3_pares
PAR_012,PAR_061,PAR_046,PAR_012 → PAR_061 → PAR_046 → PAR_012,2.184,0.728,3_pares
PAR_003,PAR_094,PAR_026,PAR_003 → PAR_094 → PAR_026 → PAR_003,2.184,0.728,3_pares
PAR_021,PAR_073,PAR_070,PAR_021 → PAR_073 → PAR_070 → PAR_021,2.184,0.728,3_pares
PAR_039,PAR_094,PAR_046,PAR_039 → PAR_094 → PAR_046 → PAR_039,2.184,0.728,3_pares
PAR_005,PAR_021,PAR_109,PAR_005 → PAR_021 → PAR_109 → PAR_005,2.184,0.728,3_pares
PAR_028,PAR_094,PAR_075,PAR_028 → PAR_094 → PAR_075 → PAR_028,2.184,0.728,3_pares
PAR_012,PAR_021,PAR_028,PAR_012 → PAR_021 → PAR_028 → PAR_012,2.184,0.728,3_pares
PAR_070,PAR_090,PAR_094,PAR_070 → PAR_090 → PAR_094 → PAR_070,2.184,0.728,3_pares
PAR_055,PAR_090,PAR_094,PAR_055 → PAR_090 → PAR_094 → PAR_055,2.183,0.728,3_pares
PAR_021,PAR_075,PAR_070,PAR_021 → PAR_075 → PAR_070 → PAR_021,2.183,0.728,3_pares
PAR_037,PAR_046,PAR_117,PAR_037 → PAR_046 → PAR_117 → PAR_037,2.183,0.728,3_pares
PAR_028,PAR_037,PAR_045,PAR_028 → PAR_037 → PAR_045 → PAR_028,2.183,0.728,3_pares
PAR_003,PAR_075,PAR_005,PAR_003 → PAR_075 → PAR_005 → PAR_003,2.183,0.728,3_pares
PAR_018,PAR_080,PAR_061,PAR_018 → PAR_080 → PAR_061 → PAR_018,2.183,0.728,3_pares
PAR_003,PAR_051,PAR_028,PAR_003 → PAR_051 → PAR_028 → PAR_003,2.183,0.728,3_pares
PAR_055,PAR_061,PAR_065,PAR_055 → PAR_061 → PAR_065 → PAR_055,2.182,0.727,3_pares
PAR_005,PAR_070,PAR_061,PAR_005 → PAR_070 → PAR_061 → PAR_005,2.182,0.727,3_pares
PAR_012,PAR_061,PAR_053,PAR_012 → PAR_061 → PAR_053 → PAR_012,2.182,0.727,3_pares
PAR_014,PAR_061,PAR_109,PAR_014 → PAR_061 → PAR_109 → PAR_014,2.182,0.727,3_pares
PAR_015,PAR_080,PAR_037,PAR_015 → PAR_080 → PAR_037 → PAR_015,2.182,0.727,3_pares
PAR_021,PAR_055,PAR_037,PAR_021 → PAR_055 → PAR_037 → PAR_021,2.182,0.727,3_pares
PAR_003,PAR_094,PAR_085,PAR_003 → PAR_094 → PAR_085 → PAR_003,2.182,0.727,3_pares
PAR_018,PAR_028,PAR_037,PAR_018 → PAR_028 → PAR_037 → PAR_018,2.182,0.727,3_pares
PAR_003,PAR_037,PAR_021,PAR_003 → PAR_037 → PAR_021 → PAR_003,2.182,0.727,3_pares
PAR_061,PAR_102,PAR_069,PAR_061 → PAR_102 → PAR_069 → PAR_061,2.181,0.727,3_pares
PAR_057,PAR_075,PAR_099,PAR_057 → PAR_075 → PAR_099 → PAR_057,2.181,0.727,3_pares
PAR_021,PAR_061,PAR_057,PAR_021 → PAR_061 → PAR_057 → PAR_021,2.181,0.727,3_pares
PAR_021,PAR_055,PAR_075,PAR_021 → PAR_055 → PAR_075 → PAR_021,2.181,0.727,3_pares
PAR_037,PAR_070,PAR_120,PAR_037 → PAR_070 → PAR_120 → PAR_037,2.181,0.727,3_pares
PAR_003,PAR_070,PAR_039,PAR_003 → PAR_070 → PAR_039 → PAR_003,2.181,0.727,3_pares
PAR_037,PAR_073,PAR_090,PAR_037 → PAR_073 → PAR_090 → PAR_037,2.181,0.727,3_pares
PAR_012,PAR_090,PAR_070,PAR_012 → PAR_090 → PAR_070 → PAR_012,2.181,0.727,3_pares
PAR_014,PAR_069,PAR_061,PAR_014 → PAR_069 → PAR_061 → PAR_014,2.181,0.727,3_pares
PAR_021,PAR_046,PAR_057,PAR_021 → PAR_046 → PAR_057 → PAR_021,2.181,0.727,3_pares
PAR_037,PAR_070,PAR_064,PAR_037 → PAR_070 → PAR_064 → PAR_037,2.181,0.727,3_pares
PAR_057,PAR_092,PAR_099,PAR_057 → PAR_092 → PAR_099 → PAR_057,2.181,0.727,3_pares
PAR_057,PAR_075,PAR_064,PAR_057 → PAR_075 → PAR_064 → PAR_057,2.181,0.727,3_pares
PAR_028,PAR_061,PAR_094,PAR_028 → PAR_061 → PAR_094 → PAR_028,2.18,0.727,3_pares
PAR_037,PAR_103,PAR_080,PAR_037 → PAR_103 → PAR_080 → PAR_037,2.18,0.727,3_pares
PAR_003,PAR_037,PAR_096,PAR_003 → PAR_037 → PAR_096 → PAR_003,2.18,0.727,3_pares
PAR_046,PAR_070,PAR_109,PAR_046 → PAR_070 → PAR_109 → PAR_046,2.18,0.727,3_pares
PAR_064,PAR_075,PAR_070,PAR_064 → PAR_075 → PAR_070 → PAR_064,2.18,0.727,3_pares
PAR_012,PAR_094,PAR_046,PAR_012 → PAR_094 → PAR_046 → PAR_012,2.18,0.727,3_pares
PAR_012,PAR_094,PAR_101,PAR_012 → PAR_094 → PAR_101 → PAR_012,2.18,0.727,3_pares
PAR_034,PAR_037,PAR_057,PAR_034 → PAR_037 → PAR_057 → PAR_034,2.18,0.727,3_pares
PAR_014,PAR_075,PAR_099,PAR_014 → PAR_075 → PAR_099 → PAR_014,2.18,0.727,3_pares
PAR_052,PAR_061,PAR_075,PAR_052 → PAR_061 → PAR_075 → PAR_052,2.18,0.727,3_pares
PAR_003,PAR_037,PAR_120,PAR_003 → PAR_037 → PAR_120 → PAR_003,2.18,0.727,3_pares
PAR_046,PAR_117,PAR_061,PAR_046 → PAR_117 → PAR_061 → PAR_046,2.179,0.726,3_pares
PAR_014,PAR_075,PAR_034,PAR_014 → PAR_075 → PAR_034 → PAR_014,2.179,0.726,3_pares
PAR_070,PAR_096,PAR_075,PAR_070 → PAR_096 → PAR_075 → PAR_070,2.179,0.726,3_pares
PAR_070,PAR_120,PAR_075,PAR_070 → PAR_120 → PAR_075 → PAR_070,2.179,0.726,3_pares
PAR_061,PAR_069,PAR_070,PAR_061 → PAR_069 → PAR_070 → PAR_061,2.179,0.726,3_pares
PAR_034,PAR_057,PAR_075,PAR_034 → PAR_057 → PAR_075 → PAR_034,2.179,0.726,3_pares
PAR_034,PAR_070,PAR_093,PAR_034 → PAR_070 → PAR_093 → PAR_034,2.179,0.726,3_pares
PAR_055,PAR_061,PAR_109,PAR_055 → PAR_061 → PAR_109 → PAR_055,2.178,0.726,3_pares
PAR_007,PAR_073,PAR_061,PAR_007 → PAR_073 → PAR_061 → PAR_007,2.178,0.726,3_pares
PAR_003,PAR_109,PAR_046,PAR_003 → PAR_109 → PAR_046 → PAR_003,2.178,0.726,3_pares
PAR_005,PAR_037,PAR_021,PAR_005 → PAR_037 → PAR_021 → PAR_005,2.178,0.726,3_pares
PAR_046,PAR_055,PAR_109,PAR_046 → PAR_055 → PAR_109 → PAR_046,2.178,0.726,3_pares
PAR_007,PAR_075,PAR_061,PAR_007 → PAR_075 → PAR_061 → PAR_007,2.177,0.726,3_pares
PAR_021,PAR_061,PAR_055,PAR_021 → PAR_061 → PAR_055 → PAR_021,2.177,0.726,3_pares
PAR_052,PAR_094,PAR_075,PAR_052 → PAR_094 → PAR_075 → PAR_052,2.177,0.726,3_pares
PAR_003,PAR_109,PAR_080,PAR_003 → PAR_109 → PAR_080 → PAR_003,2.177,0.726,3_pares
PAR_014,PAR_037,PAR_046,PAR_014 → PAR_037 → PAR_046 → PAR_014,2.177,0.726,3_pares
PAR_061,PAR_094,PAR_117,PAR_061 → PAR_094 → PAR_117 → PAR_061,2.177,0.726,3_pares
PAR_018,PAR_028,PAR_061,PAR_018 → PAR_028 → PAR_061 → PAR_018,2.177,0.726,3_pares
PAR_003,PAR_075,PAR_120,PAR_003 → PAR_075 → PAR_120 → PAR_003,2.177,0.726,3_pares
PAR_005,PAR_021,PAR_075,PAR_005 → PAR_021 → PAR_075 → PAR_005,2.177,0.726,3_pares
PAR_069,PAR_075,PAR_109,PAR_069 → PAR_075 → PAR_109 → PAR_069,2.176,0.725,3_pares
PAR_002,PAR_012,PAR_075,PAR_002 → PAR_012 → PAR_075 → PAR_002,2.176,0.725,3_pares
PAR_069,PAR_090,PAR_094,PAR_069 → PAR_090 → PAR_094 → PAR_069,2.176,0.725,3_pares
PAR_069,PAR_070,PAR_080,PAR_069 → PAR_070 → PAR_080 → PAR_069,2.176,0.725,3_pares
PAR_014,PAR_061,PAR_099,PAR_014 → PAR_061 → PAR_099 → PAR_014,2.176,0.725,3_pares
PAR_034,PAR_075,PAR_055,PAR_034 → PAR_075 → PAR_055 → PAR_034,2.176,0.725,3_pares
PAR_026,PAR_080,PAR_037,PAR_026 → PAR_080 → PAR_037 → PAR_026,2.176,0.725,3_pares
PAR_012,PAR_037,PAR_103,PAR_012 → PAR_037 → PAR_103 → PAR_012,2.175,0.725,3_pares
PAR_012,PAR_034,PAR_117,PAR_012 → PAR_034 → PAR_117 → PAR_012,2.175,0.725,3_pares
PAR_069,PAR_070,PAR_094,PAR_069 → PAR_070 → PAR_094 → PAR_069,2.175,0.725,3_pares
PAR_003,PAR_021,PAR_080,PAR_003 → PAR_021 → PAR_080 → PAR_003,2.175,0.725,3_pares
PAR_046,PAR_117,PAR_094,PAR_046 → PAR_117 → PAR_094 → PAR_046,2.175,0.725,3_pares
